:d2bravo,d2bravo_titanium,epix,fenix3,fenix3_hr,fr230,fr235,fr45,fr630,fr920xt,garminswim2,vivoactive
32768:approachs60,d2charlie,d2delta,d2deltapx,d2deltas,descentg1,descentmk1,descentmk2,descentmk2s,edge1030,edge1030bontrager,edge1030plus,edge1040,edge130,edge130plus,edge520plus,edge530,edge540,edge820,edge830,edge840,edge_1000,edge_520,edgeexplore,edgeexplore2,enduro,fenix5,fenix5plus,fenix5s,fenix5splus,fenix5x,fenix5xplus,fenix6,fenix6pro,fenix6s,fenix6spro,fenix6xpro,fenixchronos,fr245,fr55,fr645,fr735xt,fr935,gpsmap66,gpsmap67,gpsmap86,instinct2,instinct2s,instinct2x,instinctcrossover,marqadventurer,marqathlete,marqaviator,marqcaptain,marqcommander,marqdriver,marqexpedition,marqgolfer,montana7xx,oregon7xx,rino7xx,venusq,vivoactive3,vivoactive3d,vivoactive_hr,vivolife
65536:approachs62,approachs7042mm,approachs7047mm,d2air,d2airx10,d2mach1,epix2,epix2pro42mm,epix2pro47mm,epix2pro51mm,fenix7,fenix7pro,fenix7s,fenix7spro,fenix7system6preview,fenix7x,fenix7xpro,fr245m,fr255,fr255m,fr255s,fr255sm,fr265,fr265s,fr645m,fr745,fr945,fr945lte,fr955,fr965,legacyherocaptainmarvel,legacyherofirstavenger,legacysagadarthvader,legacysagarey,marq2,marq2aviator,venu,venu2,venu2plus,venu2s,venu2system6preview,venu3,venu3s,venud,venusq2,venusq2m,venusqm,vivoactive3m,vivoactive3mlte,vivoactive4,vivoactive4s,vivoactive5
