approachs60:32768
approachs62:131072
approachs7042mm:262144
approachs7047mm:262144
d2air:32768
d2airx10:262144
d2bravo:16384
d2bravo_titanium:16384
d2charlie:131072
d2delta:131072
d2deltapx:131072
d2deltas:131072
d2mach1:262144
descentg1:32768
descentmk1:131072
descentmk2:131072
descentmk2s:131072
edge1030:131072
edge1030bontrager:131072
edge1030plus:131072
edge1040:131072
edge130:32768
edge130plus:32768
edge520plus:131072
edge530:131072
edge540:131072
edge820:131072
edge830:131072
edge840:131072
edge_1000:131072
edge_520:32768
edgeexplore:131072
edgeexplore2:131072
enduro:32768
epix:131072
epix2:262144
epix2pro42mm:262144
epix2pro47mm:262144
epix2pro51mm:262144
fenix3:16384
fenix3_hr:16384
fenix5:32768
fenix5plus:131072
fenix5s:32768
fenix5splus:131072
fenix5x:131072
fenix5xplus:131072
fenix6:32768
fenix6pro:131072
fenix6s:32768
fenix6spro:131072
fenix6xpro:131072
fenix7:262144
fenix7pro:262144
fenix7s:262144
fenix7spro:262144
fenix7system6preview:262144
fenix7x:262144
fenix7xpro:262144
fenixchronos:32768
fr230:16384
fr235:16384
fr245:32768
fr245m:131072
fr255:262144
fr255m:262144
fr255s:262144
fr255sm:262144
fr265:262144
fr265s:262144
fr45:
fr55:32768
fr630:16384
fr645:32768
fr645m:65536
fr735xt:32768
fr745:131072
fr920xt:16384
fr935:32768
fr945:131072
fr945lte:131072
fr955:262144
fr965:262144
garminswim2:
gpsmap66:131072
gpsmap67:131072
gpsmap86:131072
instinct2:32768
instinct2s:32768
instinct2x:32768
instinctcrossover:32768
legacyherocaptainmarvel:32768
legacyherofirstavenger:32768
legacysagadarthvader:32768
legacysagarey:32768
marq2:262144
marq2aviator:262144
marqadventurer:131072
marqathlete:131072
marqaviator:131072
marqcaptain:131072
marqcommander:131072
marqdriver:131072
marqexpedition:131072
marqgolfer:131072
montana7xx:131072
oregon7xx:131072
rino7xx:131072
venu:32768
venu2:262144
venu2plus:262144
venu2s:262144
venu2system6preview:262144
venu3:262144
venu3s:262144
venud:32768
venusq:32768
venusq2:262144
venusq2m:262144
venusqm:32768
vivoactive:16384
vivoactive3:32768
vivoactive3d:32768
vivoactive3m:32768
vivoactive3mlte:32768
vivoactive4:32768
vivoactive4s:32768
vivoactive_hr:32768
vivolife:
