:approachs7042mm,approachs7047mm,d2airx10,d2mach1,edge1040,edge130,edge130plus,edge540,edge840,edgeexplore2,epix2,epix2pro42mm,epix2pro47mm,epix2pro51mm,fenix7,fenix7pro,fenix7s,fenix7spro,fenix7system6preview,fenix7x,fenix7xpro,fenix7xpronowifi,fr255,fr255m,fr255s,fr255sm,fr265,fr265s,fr45,fr955,fr965,garminswim2,marq2,marq2aviator,venu2,venu2plus,venu2s,venu2system6preview,venu3,venu3s,venusq2,venusq2m,vivoactive5,vivolife
65536:approachs60,approachs62,d2bravo,d2bravo_titanium,descentg1,enduro,fenix3,fenix3_hr,fenix5,fenix5s,fenix6,fenix6s,fenixchronos,fr230,fr235,fr245,fr55,fr630,fr645,fr735xt,fr920xt,fr935,instinct2,instinct2s,instinct2x,instinctcrossover,venusq,vivoactive,vivoactive3,vivoactive3d,vivoactive_hr
262144:edge_520
524288:d2air,fr645m,legacyherocaptainmarvel,legacyherofirstavenger,legacysagadarthvader,legacysagarey,venu,venud,venusqm,vivoactive3m,vivoactive3mlte,vivoactive4,vivoactive4s
1048576:d2charlie,d2delta,d2deltapx,d2deltas,descentmk1,descentmk2,descentmk2s,edge1030,edge1030bontrager,edge1030plus,edge520plus,edge530,edge820,edge830,edge_1000,edgeexplore,epix,fenix5plus,fenix5splus,fenix5x,fenix5xplus,fenix6pro,fenix6spro,fenix6xpro,fr245m,fr745,fr945,fr945lte,gpsmap66,gpsmap67,gpsmap86,marqadventurer,marqathlete,marqaviator,marqcaptain,marqcommander,marqdriver,marqexpedition,marqgolfer,montana7xx,oregon7xx,rino7xx
