:fr45,garminswim2,vivolife
16384:d2bravo,d2bravo_titanium,fenix3,fenix3_hr,fr230,fr235,fr630,fr920xt,vivoactive
32768:approachs60,d2air,descentg1,edge130,edge130plus,edge_520,enduro,fenix5,fenix5s,fenix6,fenix6s,fenixchronos,fr245,fr55,fr645,fr735xt,fr935,instinct2,instinct2s,instinct2x,instinct3solar45mm,instinctcrossover,instincte40mm,instincte45mm,legacyherocaptainmarvel,legacyherofirstavenger,legacysagadarthvader,legacysagarey,venu,venud,venusq,venusqm,vivoactive3,vivoactive3d,vivoactive3m,vivoactive3mlte,vivoactive4,vivoactive4s,vivoactive_hr
65536:fr645m
131072:approachs62,d2charlie,d2delta,d2deltapx,d2deltas,descentmk1,descentmk2,descentmk2s,edge1030,edge1030bontrager,edge1030plus,edge1040,edge1050,edge520plus,edge530,edge540,edge820,edge830,edge840,edge_1000,edgeexplore,edgeexplore2,edgemtb,enduro3,epix,fenix5plus,fenix5splus,fenix5x,fenix5xplus,fenix6pro,fenix6spro,fenix6xpro,fenix843mm,fenix847mm,fenix8solar47mm,fenix8solar51mm,fenixe,fr245m,fr745,fr945,fr945lte,fr970,gpsmap66,gpsmap67,gpsmap86,instinct3amoled45mm,instinct3amoled50mm,marqadventurer,marqathlete,marqaviator,marqcaptain,marqcommander,marqdriver,marqexpedition,marqgolfer,montana7xx,oregon7xx,rino7xx,system8preview
262144:approachs50,approachs7042mm,approachs7047mm,d2airx10,d2mach1,descentg2,descentmk343mm,descentmk351mm,epix2,epix2pro42mm,epix2pro47mm,epix2pro51mm,fenix7,fenix7pro,fenix7pronowifi,fenix7s,fenix7spro,fenix7x,fenix7xpro,fenix7xpronowifi,fr165,fr165m,fr255,fr255m,fr255s,fr255sm,fr265,fr265s,fr57042mm,fr57047mm,fr955,fr965,marq2,marq2aviator,venu2,venu2plus,venu2s,venu3,venu3s,venusq2,venusq2m,venux1,vivoactive5,vivoactive6
