approachs50:786432
approachs60:131072
approachs62:1048576
approachs7042mm:786432
approachs7047mm:786432
d2air:1048576
d2airx10:786432
d2bravo:65536
d2bravo_titanium:65536
d2charlie:1310720
d2delta:1310720
d2deltapx:1310720
d2deltas:1310720
d2mach1:786432
descentg1:98304
descentg2:786432
descentmk1:1310720
descentmk2:1310720
descentmk2s:1310720
descentmk343mm:786432
descentmk351mm:786432
edge1030:1048576
edge1030bontrager:1048576
edge1030plus:1048576
edge1040:1048576
edge1050:1048576
edge130:
edge130plus:
edge520plus:1048576
edge530:1048576
edge540:1048576
edge820:1048576
edge830:1048576
edge840:1048576
edge_1000:1048576
edge_520:262144
edgeexplore:1048576
edgeexplore2:1048576
enduro:131072
enduro3:786432
epix:1048576
epix2:786432
epix2pro42mm:786432
epix2pro47mm:786432
epix2pro51mm:786432
fenix3:65536
fenix3_hr:65536
fenix5:131072
fenix5plus:1310720
fenix5s:131072
fenix5splus:1310720
fenix5x:1310720
fenix5xplus:1310720
fenix6:131072
fenix6pro:1310720
fenix6s:131072
fenix6spro:1310720
fenix6xpro:1310720
fenix7:786432
fenix7pro:786432
fenix7pronowifi:786432
fenix7s:786432
fenix7spro:786432
fenix7x:786432
fenix7xpro:786432
fenix7xpronowifi:786432
fenix843mm:786432
fenix847mm:786432
fenix8solar47mm:786432
fenix8solar51mm:786432
fenixchronos:131072
fenixe:786432
fr165:786432
fr165m:786432
fr230:65536
fr235:65536
fr245:131072
fr245m:1310720
fr255:524288
fr255m:786432
fr255s:524288
fr255sm:786432
fr265:786432
fr265s:786432
fr45:
fr55:131072
fr57042mm:786432
fr57047mm:786432
fr630:65536
fr645:131072
fr645m:1048576
fr735xt:131072
fr745:1310720
fr920xt:65536
fr935:131072
fr945:1310720
fr945lte:1310720
fr955:786432
fr965:786432
fr970:786432
garminswim2:
gpsmap66:2359296
gpsmap67:2359296
gpsmap86:2359296
instinct2:98304
instinct2s:98304
instinct2x:98304
instinct3amoled45mm:786432
instinct3amoled50mm:786432
instinct3solar45mm:131072
instinctcrossover:98304
instincte40mm:131072
instincte45mm:131072
legacyherocaptainmarvel:1048576
legacyherofirstavenger:1048576
legacysagadarthvader:1048576
legacysagarey:1048576
marq2:786432
marq2aviator:786432
marqadventurer:1310720
marqathlete:1310720
marqaviator:1310720
marqcaptain:1310720
marqcommander:1310720
marqdriver:1310720
marqexpedition:1310720
marqgolfer:1310720
montana7xx:2359296
oregon7xx:2359296
rino7xx:2359296
system8preview:786432
venu:1048576
venu2:786432
venu2plus:786432
venu2s:786432
venu3:786432
venu3s:786432
venud:1048576
venusq:131072
venusq2:786432
venusq2m:786432
venusqm:1048576
vivoactive:65536
vivoactive3:131072
vivoactive3d:131072
vivoactive3m:1048576
vivoactive3mlte:1048576
vivoactive4:1048576
vivoactive4s:1048576
vivoactive5:786432
vivoactive6:786432
vivoactive_hr:131072
vivolife:
